screen_name,fullname,text,timestamp,following,followers,num_tweets,location,num_likes,id,date_joined,num_days_joined,days_on_twitter,IO_meta_clf,isIO_meta_prob,is_IO,is_IO_prob
trueman98587845,trueman,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก สธ.ต้องเร็วต่อข่าวสารคิดว่า แถลงตอนเย็น ไม่พอ ท่านต้องพยายาม ออกสัก 3 เวลา ผู้คนจะได้อุ่นใจhttps://twitter.com/prayutofficial/status/1222450603957186560 …,2020-01-31 03:28:00,30,4,1032,-1,1,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9514728350446375
trueman98587845,trueman,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก สธ.ต้องเร็วต่อข่าวสารคิดว่า แถลงตอนเย็น ไม่พอ ท่านต้องพยายาม ออกสัก 3 เวลา ผู้คนจะได้อุ่นใจ,2020-01-31 03:27:51,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9398383827082991
trueman98587845,trueman,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-31 03:26:24,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9324000352626339
trueman98587845,trueman,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนกhttps://twitter.com/armypr_news/status/1222899107930333187 …,2020-01-31 03:22:46,30,4,1032,-1,1,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9464946222038187
trueman98587845,trueman,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-31 03:22:40,30,4,1032,-1,2,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9324000352626339
trueman98587845,trueman,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส ขอบคุณกองทัพบกที่พยายามประชาสัมพันธ์ให้คนไทยได้รับรู้มากขึ้น #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-31 03:20:46,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9361798213325904
tawannak32,ทวารหนัก,"ข่าวปลอมครับ ในเรื่องไวรัสโคโรนา มีข่าวปลอมจำนวนมาก ควรวิเคราะห์ก่อนจะตกลงใจชื่อข่าวนั้นๆ หรือควรอ่านข่าวจากแหล่งที่เชื่อถือได้ครับ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222476916264849408 …",2020-01-29 12:37:52,34,5,107,-1,0,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55,1,0.99560165,1,0.9475468026939755
trueman98587845,trueman,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส ขอบคุณกองทัพบกที่พยายามประชาสัมพันธ์ให้คนไทยได้รับรู้มากขึ้น #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-29 06:11:37,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9361798213325904
trueman98587845,trueman,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส ขอบคุณกองทัพบกที่พยายามประชาสัมพันธ์ให้คนไทยได้รับรู้มากขึ้น #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-29 06:11:21,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9361798213325904
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364720365232128 …",2020-01-29 03:47:03,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364659434418177 …",2020-01-29 03:46:55,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364604774273024 …",2020-01-29 03:46:46,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364458057519104 …",2020-01-29 03:46:39,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364408329850881 …",2020-01-29 03:46:32,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364340273041409 …",2020-01-29 03:46:25,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364272761507841 …",2020-01-29 03:46:18,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364166037487616 …",2020-01-29 03:46:10,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364521496317954 …",2020-01-29 03:45:55,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
tawannak32,ทวารหนัก,"ข่าวปลอมครับ ในเรื่องไวรัสโคโรนา มีข่าวปลอมจำนวนมาก ควรวิเคราะห์ก่อนจะตกลงใจชื่อข่าวนั้นๆ หรือควรอ่านข่าวจากแหล่งที่เชื่อถือได้ครับ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222476916264849408 …",2020-01-29 12:37:52,34,5,107,-1,0,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55,1,0.99560165,1,0.9475468026939755
trueman98587845,trueman,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส ขอบคุณกองทัพบกที่พยายามประชาสัมพันธ์ให้คนไทยได้รับรู้มากขึ้น #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-29 06:11:37,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9361798213325904
trueman98587845,trueman,ต้องบอกว่ารัฐพยายามประชาสัมพันธ์ให้ผู้คนเกิดความตื่นตัวในการป้องกันไวรัส ขอบคุณกองทัพบกที่พยายามประชาสัมพันธ์ให้คนไทยได้รับรู้มากขึ้น #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-29 06:11:21,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9361798213325904
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364720365232128 …",2020-01-29 03:47:03,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364659434418177 …",2020-01-29 03:46:55,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364604774273024 …",2020-01-29 03:46:46,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364458057519104 …",2020-01-29 03:46:39,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364408329850881 …",2020-01-29 03:46:32,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364340273041409 …",2020-01-29 03:46:25,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364272761507841 …",2020-01-29 03:46:18,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364166037487616 …",2020-01-29 03:46:10,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
daengbile436,แดง ไบเล่,"ข่าวปลอม  ไม่จริง ไม่ควรแชร์ต่อ
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนกhttps://twitter.com/daengbile436/status/1222364521496317954 …",2020-01-29 03:45:55,38,5,1234,-1,0,1219487869049307136,2020-01-20 21:12:00,37 days 02:48:00.000000000,37,1,0.99871385,1,0.9526230957302937
tawannak32,ทวารหนัก,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222688151975579648 …",2020-01-30 13:34:49,34,5,107,-1,0,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55,1,0.99560165,1,0.9494002498523709
tawannak32,ทวารหนัก,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222718429582376960 …",2020-01-30 13:34:40,34,5,107,-1,0,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55,1,0.99560165,1,0.9494002498523709
tawannak32,ทวารหนัก,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222793660908965890 …",2020-01-30 13:34:28,34,5,107,-1,1,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55,1,0.99560165,1,0.9494002498523709
tawannak32,ทวารหนัก,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222825337588838400 …",2020-01-30 13:34:17,34,5,107,-1,0,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55,1,0.99560165,1,0.9494002498523709
tawannak32,ทวารหนัก,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222872294944464902 …",2020-01-30 13:34:06,34,5,107,-1,0,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55,1,0.99560165,1,0.9494002498523709
sakonkob2,sakonkob,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222793660908965890 …",2020-01-30 13:33:12,35,2,28,-1,0,866978782556471296,2017-05-23 04:27:00,1009 days 19:33:00.000000000,1009,1,0.9394094000000001,1,0.9244478712115104
sakonkob2,sakonkob,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222825337588838400 …",2020-01-30 13:32:51,35,2,28,-1,1,866978782556471296,2017-05-23 04:27:00,1009 days 19:33:00.000000000,1009,1,0.9394094000000001,1,0.9244478712115104
sakonkob2,sakonkob,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222872294944464902 …",2020-01-30 13:32:17,35,2,28,-1,0,866978782556471296,2017-05-23 04:27:00,1009 days 19:33:00.000000000,1009,1,0.9394094000000001,1,0.9244478712115104
Kookik74803475,ส้มเองค่ะ,ทหารมาแล้วค๊า #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #ไวรัสโคโรน่าสายพันธุ์ใหม่2019 #ไวรัสอู่ฮั่น,2020-01-30 08:40:33,107,12,1318,-1,0,1214376883946573824,2020-01-06 18:43:00,51 days 05:17:00.000000000,51,1,0.8841855,1,0.8632263067974437
trueman98587845,trueman,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนกhttps://twitter.com/armypr_news/status/1222710486862462976 …,2020-01-30 03:14:44,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9464946222038187
trueman98587845,trueman,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-30 03:14:39,30,4,1032,-1,1,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9324000352626339
trueman98587845,trueman,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนกhttps://twitter.com/DrNarumonP/status/1222430531364638721 …,2020-01-30 02:57:37,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9454613105142715
trueman98587845,trueman,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-30 02:57:32,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9324000352626339
trueman98587845,trueman,กระผมหนึ่งในพลเมืองคนไทย ขอเป็นกำลังใจให้คุณหมอ และทีมงานทุกๆท่านที่ทำหน้าอยู่ ณ จุดแสกนคัดกรอง ขอส่งกำลังใจให้พวกท่าน ขอให้พวกท่านทุกคนปลอดภัย ด้วยรักและห่วงใย #ไวรัสโคโรนา #ไวรัสอู่ฮั่น #รัฐบาลเตรียมพร้อม #เสพสื่ออย่างมีสติ #อย่าตื่นตระหนก,2020-01-30 02:57:22,30,4,1032,-1,0,1220152441666039808,2020-01-22 17:13:00,35 days 06:47:00.000000000,35,1,0.9979159,1,0.9324000352626339
tawannak32,ทวารหนัก,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222688151975579648 …",2020-01-30 13:34:49,34,5,107,-1,0,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55,1,0.99560165,1,0.9494002498523709
tawannak32,ทวารหนัก,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222718429582376960 …",2020-01-30 13:34:40,34,5,107,-1,0,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55,1,0.99560165,1,0.9494002498523709
tawannak32,ทวารหนัก,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222793660908965890 …",2020-01-30 13:34:28,34,5,107,-1,1,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55,1,0.99560165,1,0.9494002498523709
tawannak32,ทวารหนัก,"ข่าวปลอมครับ
ใช้วิจารณญาณในการวิเคราะห์ด้วยน่ะครับ
ควรเชื่อแหล่งข่าวที่เชื่อถือได้
#ไวรัสโคโรนา
#ไวรัสอู่ฮั่น
#รัฐบาลเตรียมพร้อม
#เสพสื่ออย่างมีสติ
#อย่าตื่นตระหนก
#Fakenews
#ข่าวปลอมhttps://twitter.com/AFNCThailand/status/1222825337588838400 …",2020-01-30 13:34:17,34,5,107,-1,0,1212927650873786368,2020-01-02 18:44:00,55 days 05:16:00.000000000,55,1,0.99560165,1,0.9494002498523709
